ola,A_001_001,A_003_021,A_003_031,A_007_001,A_007_071,B_001_101,B_006_061,C_001_031,C_003_003_011,C_006_003_011,D_001_001,D_001_021,D_001_041,D_001_061,D_001_091,D_001_131,G_002_011,G_005_001,H_001_011,H_002_011,H_002_031,H_002_041,H_002_101,H_002_111,H_002_131,H_002_161,H_002_241,I_001_001,S_001,S_002,S_101,S_200,S_301,S_700,S_701,X_001,X_002,X_004,X_008,X_020,pais_nombre,pais_iso3
LAT2011,1,5.0,3,,5,1,2,-1,3,4,3,3,3,3.0,3,2.0,2,4,2,3,2,3,1,2,2,3,3,4,1,30,3.0,1,3,1,3,68,16,68008,7.0,1.0,Bolivia,BOL
LAT2011,1,6.0,3,,1,1,2,25,3,3,3,2,3,3.0,3,2.0,2,2,2,2,3,2,1,2,2,2,4,4,2,31,6.0,3,2,1,3,68,16,68002,3.0,1.0,Bolivia,BOL
LAT2011,1,4.0,3,,-2,1,2,25,3,3,4,4,4,2.0,3,2.0,-1,4,2,4,3,2,2,3,3,4,4,2,1,29,6.0,1,2,1,2,68,16,68004,4.0,1.0,Bolivia,BOL
LAT2011,1,6.0,3,,7,2,1,14,4,2,2,3,3,3.0,3,3.0,2,2,2,3,2,3,2,4,3,2,3,4,1,55,1.0,1,3,1,3,68,16,68005,4.0,1.0,Bolivia,BOL
LAT2011,-2,3.0,3,,5,1,2,14,2,3,4,3,4,3.0,3,2.0,2,2,1,3,4,3,3,4,4,3,3,4,1,62,2.0,1,3,1,4,68,16,68008,3.0,1.0,Bolivia,BOL
LAT2011,1,8.0,2,,-6,1,1,15,1,4,3,3,3,3.0,3,3.0,2,3,2,-1,1,3,2,2,2,3,4,4,2,39,1.0,1,3,1,3,68,16,68007,3.0,1.0,Bolivia,BOL
LAT2011,3,6.0,3,,9,2,1,7,1,3,3,4,2,3.0,2,2.0,2,4,2,2,3,4,2,3,3,2,4,1,1,51,3.0,3,3,1,3,76,16,76002,8.0,1.0,Brasil,BRA
LAT2011,3,5.0,4,,7,1,1,13,2,2,3,3,5,1.0,1,2.0,2,2,1,3,2,2,3,3,2,2,3,2,1,27,2.0,3,3,2,2,76,16,76005,6.0,1.0,Brasil,BRA
LAT2011,3,6.0,3,,-1,1,1,15,5,2,4,3,3,2.0,2,3.0,1,2,2,3,2,3,2,3,2,2,4,4,2,38,2.0,6,3,1,1,76,16,76004,5.0,1.0,Brasil,BRA
LAT2011,1,7.0,4,,5,1,2,11,4,4,3,3,2,2.0,2,3.0,1,2,2,4,4,4,4,4,3,3,4,4,1,27,2.0,3,4,97,-3,76,16,76003,7.0,1.0,Brasil,BRA
LAT2011,-1,5.0,3,,-6,2,1,28,5,2,2,2,2,2.0,1,2.0,2,3,2,2,3,2,2,2,2,2,2,4,2,16,2.0,7,3,1,3,76,16,76002,5.0,1.0,Brasil,BRA
LAT2011,2,8.0,4,,7,2,1,17,5,4,3,2,2,3.0,2,3.0,2,1,2,3,3,1,2,3,2,2,3,2,2,20,4.0,6,4,1,3,76,16,76005,8.0,1.0,Brasil,BRA
LAT2011,-2,7.0,-1,,-1,1,2,11,5,4,-1,2,3,3.0,1,2.0,2,4,2,3,2,2,3,4,4,2,2,4,2,49,2.0,5,4,97,-3,76,16,76003,6.0,1.0,Brasil,BRA
LAT2011,2,6.0,3,,5,1,1,5,2,3,3,3,2,3.0,2,3.0,2,2,2,4,3,3,1,4,2,2,3,4,1,67,2.0,3,4,1,1,76,16,76003,7.0,1.0,Brasil,BRA
LAT2011,3,6.0,2,,-1,2,-1,-1,1,3,5,3,2,3.0,3,3.0,1,4,2,3,3,3,2,4,1,1,4,4,2,48,4.0,1,3,1,3,76,16,76002,8.0,1.0,Brasil,BRA
LAT2011,3,5.0,4,,5,1,1,16,5,3,3,3,3,2.0,2,3.0,1,4,2,4,2,4,2,4,4,4,4,4,2,28,5.0,6,2,1,3,76,16,76004,2.0,1.0,Brasil,BRA
LAT2011,-1,8.0,4,,4,1,1,10,-1,3,3,2,3,2.0,3,4.0,2,3,-1,4,4,3,2,4,2,4,3,4,1,47,2.0,1,4,5,1,76,16,76003,6.0,1.0,Brasil,BRA
LAT2011,1,5.0,3,,-6,1,2,28,3,3,2,2,1,2.0,1,2.0,2,3,1,1,3,1,1,4,1,1,4,2,1,40,2.0,1,2,2,2,76,16,76005,8.0,1.0,Brasil,BRA
LAT2011,-1,6.0,-1,,5,1,1,11,3,3,4,3,4,2.0,2,1.0,2,3,2,3,4,3,1,3,3,4,4,4,1,35,4.0,3,2,1,2,76,16,76004,5.0,1.0,Brasil,BRA
LAT2011,-1,7.0,-1,,-1,1,2,11,5,4,3,3,3,3.0,2,2.0,1,4,2,-2,2,4,3,3,2,2,3,4,2,21,5.0,7,3,1,2,76,16,76003,6.0,1.0,Brasil,BRA
LAT2011,1,5.0,3,,-6,1,1,11,5,3,3,2,3,2.0,3,2.0,2,2,2,2,2,2,2,3,2,3,4,4,2,16,4.0,7,3,1,3,76,16,76001,2.0,1.0,Brasil,BRA
LAT2011,1,8.0,2,,-6,2,1,28,5,3,4,2,2,2.0,1,2.0,2,2,1,1,1,1,1,1,1,1,1,4,1,67,1.0,5,2,1,2,76,16,76002,3.0,1.0,Brasil,BRA
LAT2011,2,2.0,2,,-1,1,1,11,1,4,2,3,2,2.0,1,1.0,1,3,2,2,4,3,2,4,2,2,4,2,1,30,5.0,1,2,2,2,76,16,76002,5.0,1.0,Brasil,BRA
LAT2011,1,5.0,3,,4,1,2,13,1,3,3,3,2,2.0,2,3.0,1,3,2,3,3,2,2,4,2,2,3,1,1,30,2.0,1,3,97,-3,76,16,76001,5.0,1.0,Brasil,BRA
LAT2011,2,6.0,3,,-1,1,-1,14,1,3,3,3,2,3.0,1,2.0,2,3,2,2,2,2,1,2,2,2,2,2,2,35,5.0,3,2,1,4,76,16,76002,8.0,1.0,Brasil,BRA
LAT2011,1,9.0,2,,7,2,1,11,5,3,2,2,2,2.0,2,1.0,1,3,2,2,2,2,1,3,2,1,3,4,2,47,2.0,4,2,97,-3,76,16,76003,3.0,1.0,Brasil,BRA
LAT2011,1,3.0,3,,3,1,1,1,1,4,4,3,3,3.0,4,1.0,2,3,2,3,3,3,3,2,3,2,3,4,1,23,7.0,1,1,1,4,76,16,76003,4.0,1.0,Brasil,BRA
LAT2011,3,7.0,4,,-1,1,1,16,5,2,3,3,2,3.0,3,1.0,2,3,2,4,3,2,1,2,1,1,3,4,1,18,2.0,6,2,5,1,76,16,76002,4.0,1.0,Brasil,BRA
LAT2011,1,8.0,3,,5,1,1,28,5,3,3,3,2,3.0,-1,3.0,2,3,2,3,3,2,1,2,3,2,3,2,2,86,2.0,5,2,5,2,76,16,76002,8.0,1.0,Brasil,BRA
LAT2011,1,7.0,2,,-6,1,1,13,1,4,1,2,2,2.0,1,2.0,1,4,1,4,1,3,1,4,2,4,4,4,1,46,5.0,2,2,1,2,76,16,76004,5.0,1.0,Brasil,BRA
LAT2011,3,5.0,2,,8,2,1,11,2,3,2,1,3,2.0,1,1.0,2,1,2,4,1,1,1,1,1,1,1,4,1,57,2.0,3,3,1,3,76,16,76005,2.0,1.0,Brasil,BRA
LAT2011,1,9.0,2,,-1,1,2,5,4,3,3,4,2,2.0,1,2.0,2,1,1,2,3,2,2,2,2,2,2,4,2,28,3.0,3,3,2,1,152,16,152010,1.0,5.988912563601247,Chile,CHL
LAT2011,3,8.0,3,,5,1,2,15,1,4,3,3,3,3.0,3,4.0,2,2,2,3,3,4,3,3,2,3,4,3,1,56,4.0,3,3,1,3,152,16,152008,7.0,0.693090009649624,Chile,CHL
LAT2011,1,3.0,3,,-6,1,2,22,5,4,4,3,3,3.0,3,3.0,1,4,2,4,4,4,4,4,4,4,4,4,1,21,7.0,7,3,97,-3,152,16,152007,7.0,1.6094615387328557,Chile,CHL
LAT2011,1,5.0,3,,3,1,2,5,5,3,3,3,3,3.0,2,2.0,2,3,2,3,3,3,3,3,3,2,3,1,2,25,5.0,4,2,12,-2,152,16,152000,8.0,1.0185112278868191,Chile,CHL
LAT2011,2,7.0,2,,6,1,1,11,2,4,3,2,3,2.0,1,1.0,2,2,1,3,2,3,4,1,4,3,4,1,1,28,7.0,2,2,1,4,152,16,152000,8.0,0.7345412329650204,Chile,CHL
LAT2011,1,8.0,2,,6,2,-1,5,4,3,2,2,2,3.0,1,2.0,2,2,2,3,3,3,3,3,3,3,3,4,1,38,5.0,3,3,1,3,152,16,152000,8.0,0.9218668194418527,Chile,CHL
LAT2011,1,5.0,3,,5,1,2,25,4,4,3,2,2,2.0,3,2.0,2,3,2,4,4,2,4,3,2,1,4,1,1,53,5.0,3,2,1,4,152,16,152000,8.0,0.693090009649624,Chile,CHL
LAT2011,1,8.0,2,,5,-1,2,22,5,3,2,2,1,2.0,3,2.0,2,2,2,2,4,3,1,2,2,1,3,4,2,66,7.0,6,2,1,2,152,16,152000,8.0,1.8907852521741155,Chile,CHL
LAT2011,1,6.0,2,,2,1,2,14,3,4,2,2,2,3.0,3,2.0,2,3,2,3,2,3,3,2,2,2,3,1,1,63,2.0,3,2,10,3,152,16,152000,8.0,0.6948848478586432,Chile,CHL
LAT2011,1,9.0,3,,5,2,2,15,2,3,2,3,3,3.0,3,2.0,2,2,2,2,2,3,3,3,3,2,3,4,1,43,7.0,3,2,1,3,152,16,152005,4.0,0.07150674806593951,Chile,CHL
LAT2011,1,-1.0,2,,3,1,2,5,2,4,3,3,3,4.0,3,3.0,2,3,2,3,3,3,3,3,3,3,3,4,2,37,5.0,3,2,1,3,152,16,152008,7.0,0.7685496145186963,Chile,CHL
LAT2011,1,7.0,3,,4,1,2,15,5,3,4,3,4,3.0,4,3.0,2,4,2,3,3,3,3,3,1,3,3,4,2,27,5.0,6,3,1,3,152,16,152000,7.0,0.7685496145186963,Chile,CHL
LAT2011,3,6.0,3,,-6,1,-1,5,2,4,3,3,3,4.0,-1,4.0,1,3,1,3,3,3,2,3,4,3,3,4,2,50,5.0,3,3,1,3,152,16,152015,7.0,0.5856595486042505,Chile,CHL
LAT2011,1,6.0,3,,-6,1,2,5,1,4,4,3,4,4.0,4,1.0,2,2,2,3,4,4,3,3,3,3,3,4,1,49,4.0,3,3,1,-3,152,16,152000,8.0,0.693090009649624,Chile,CHL
LAT2011,2,8.0,2,,-6,1,2,24,1,1,4,4,4,4.0,4,4.0,2,4,2,2,4,2,2,3,3,3,3,4,1,21,5.0,3,4,97,-3,152,16,152000,8.0,0.697585800816639,Chile,CHL
LAT2011,1,10.0,2,,5,1,-1,10,5,4,3,3,2,3.0,3,3.0,2,3,2,2,2,2,1,1,3,2,3,4,1,28,5.0,4,3,97,-3,152,16,152007,5.0,0.9218668194418527,Chile,CHL
LAT2011,1,8.0,2,,7,2,1,5,3,3,3,3,3,3.0,3,2.0,2,2,2,2,2,2,2,2,3,2,3,4,2,47,5.0,3,2,1,1,152,16,152006,7.0,0.5856595486042505,Chile,CHL
LAT2011,1,5.0,3,,-6,1,2,1,1,4,4,4,4,4.0,5,3.0,2,4,2,4,4,4,4,4,4,4,4,1,1,32,4.0,1,4,97,-3,152,16,152000,8.0,0.9218668194418527,Chile,CHL
LAT2011,1,8.0,3,,5,1,2,5,2,3,4,3,4,3.0,3,2.0,1,2,2,3,2,4,4,2,3,2,3,3,1,49,6.0,2,1,1,1,152,16,152005,5.0,0.07150674806593951,Chile,CHL
LAT2011,3,7.0,3,,6,1,1,-2,3,4,4,2,3,3.0,2,3.0,2,2,2,4,2,4,2,1,2,2,4,4,1,38,1.0,1,4,1,3,152,16,152006,6.0,6.991640097952229,Chile,CHL
LAT2011,2,7.0,-1,,-6,-1,2,15,2,3,3,3,3,3.0,3,2.0,2,3,2,3,3,4,3,4,3,3,3,1,2,25,6.0,3,2,97,-3,152,16,152005,7.0,1.3613611152304268,Chile,CHL
LAT2011,1,7.0,3,,3,1,2,5,2,4,4,2,3,3.0,3,2.0,2,3,2,3,3,4,3,4,3,3,3,4,2,29,5.0,3,2,1,2,152,16,152005,1.0,0.7685496145186963,Chile,CHL
LAT2011,1,8.0,2,,-6,1,2,5,5,4,3,3,3,3.0,-1,2.0,2,3,2,4,4,3,3,4,2,3,4,4,1,19,6.0,7,1,1,3,152,16,152005,2.0,1.6094615387328557,Chile,CHL
LAT2011,1,4.0,3,,5,1,2,22,3,3,2,2,3,3.0,1,1.0,2,4,2,3,3,3,3,2,4,4,4,2,2,22,5.0,3,2,2,4,152,16,152003,7.0,1.0185112278868191,Chile,CHL
LAT2011,1,7.0,3,,-1,1,2,3,5,2,5,3,2,3.0,3,2.0,2,2,2,2,3,3,2,2,2,2,3,4,2,50,2.0,6,2,1,2,170,16,170009,4.0,1.461216560454356,Colombia,COL
LAT2011,1,10.0,2,,5,1,1,9,2,3,2,3,1,2.0,1,2.0,2,3,2,4,2,4,4,2,2,4,4,4,2,57,5.0,1,2,10,2,170,16,170001,8.0,0.3430038873773913,Colombia,COL
LAT2011,1,9.0,2,,5,1,1,7,5,3,3,2,3,2.0,1,2.0,2,4,2,2,2,2,1,4,2,1,2,1,1,25,5.0,4,3,1,2,170,16,170001,8.0,0.6114069292785337,Colombia,COL
LAT2011,1,10.0,4,,-1,1,1,15,4,3,3,2,4,3.0,2,3.0,2,4,2,4,2,4,3,2,2,4,4,4,2,58,4.0,1,3,97,-3,170,16,170009,4.0,0.549306225470557,Colombia,COL
LAT2011,3,10.0,3,,0,1,1,7,1,3,3,2,2,2.0,2,3.0,2,4,2,2,2,2,4,2,2,1,1,4,1,29,5.0,1,3,1,3,170,16,170010,4.0,0.4415050037233768,Colombia,COL
LAT2011,3,6.0,3,,-6,1,2,16,5,3,3,5,1,3.0,1,3.0,2,-1,2,3,3,3,1,1,1,2,3,2,2,19,4.0,7,2,97,-3,170,16,170008,4.0,1.3036147743007793,Colombia,COL
LAT2011,3,1.0,4,,4,1,2,7,5,3,4,3,3,3.0,1,4.0,2,4,2,3,4,3,3,3,3,2,3,2,1,56,5.0,4,3,97,-3,170,16,170007,8.0,0.3430038873773913,Colombia,COL
LAT2011,1,5.0,3,,5,1,2,13,5,4,3,4,3,2.0,1,1.0,1,1,2,3,2,2,2,2,4,2,4,2,2,20,6.0,7,2,2,1,170,16,170009,6.0,0.8531096685762464,Colombia,COL
LAT2011,2,8.0,3,,5,1,1,13,1,3,3,5,1,3.0,2,3.0,2,2,2,3,2,3,3,2,2,2,3,4,1,47,4.0,1,2,10,2,170,16,170006,6.0,0.7313082881606012,Colombia,COL
LAT2011,1,7.0,2,,5,1,-1,16,1,3,2,3,3,4.0,2,2.0,2,2,1,4,3,3,1,1,2,1,4,4,1,30,3.0,1,3,1,3,170,16,170009,2.0,1.2848145612316977,Colombia,COL
LAT2011,1,7.0,3,,5,1,1,28,5,4,3,3,3,4.0,2,3.0,2,2,1,2,4,3,2,3,3,2,2,4,2,41,4.0,6,3,1,2,170,16,170007,3.0,0.7313082881606012,Colombia,COL
LAT2011,1,4.0,4,,7,1,1,15,2,3,4,2,3,2.0,2,2.0,2,3,1,3,4,1,4,2,2,2,2,2,1,26,4.0,3,3,2,2,170,16,170008,8.0,0.9413106681875756,Colombia,COL
LAT2011,1,7.0,3,,3,1,-1,13,5,2,3,3,-1,2.0,1,2.0,2,4,2,4,3,3,3,3,1,3,3,2,1,21,5.0,6,2,1,3,170,16,170007,8.0,0.6114069292785337,Colombia,COL
LAT2011,1,4.0,4,,5,1,-1,13,5,4,3,4,3,3.0,-1,4.0,2,3,2,2,3,3,2,3,3,3,3,2,1,38,4.0,4,3,1,3,170,16,170009,7.0,0.9413106681875756,Colombia,COL
LAT2011,2,8.0,4,,8,1,1,15,2,3,5,3,3,4.0,2,3.0,2,4,2,3,3,3,4,3,2,3,3,4,1,32,4.0,1,4,1,4,170,16,170006,5.0,0.7070080127574799,Colombia,COL
LAT2011,3,10.0,4,,7,1,1,7,2,4,3,3,3,4.0,2,4.0,2,2,2,3,3,3,3,2,2,2,3,4,2,30,5.0,3,3,2,3,170,16,170006,8.0,0.4415050037233768,Colombia,COL
LAT2011,1,6.0,3,,6,1,1,7,1,3,3,2,2,3.0,2,3.0,-1,1,2,3,2,2,3,3,2,2,3,2,1,35,6.0,1,3,10,3,170,16,170007,6.0,0.6160069814124578,Colombia,COL
LAT2011,1,5.0,3,,6,1,1,13,3,3,3,3,4,2.0,2,1.0,2,4,2,3,3,3,2,3,2,2,3,2,2,41,7.0,3,2,1,3,170,16,170007,8.0,1.663718855480367,Colombia,COL
LAT2011,3,9.0,3,,1,1,1,13,5,4,4,4,4,5.0,4,4.0,2,3,1,2,2,2,1,1,1,1,4,4,1,77,2.0,5,2,1,1,170,16,170008,8.0,1.0608120225362585,Colombia,COL
LAT2011,3,4.0,4,,4,1,1,14,5,4,4,3,3,2.0,2,2.0,2,3,2,3,3,2,4,2,3,2,4,2,2,19,6.0,7,2,97,-3,170,16,170007,8.0,0.8531096685762464,Colombia,COL
LAT2011,1,3.0,2,,3,1,1,28,2,1,3,2,2,2.0,2,3.0,2,1,2,2,1,2,2,4,3,2,2,4,1,58,1.0,1,3,1,3,170,16,170006,4.0,2.6367298829386807,Colombia,COL
LAT2011,1,8.0,3,,5,1,2,13,1,4,4,2,4,3.0,2,3.0,2,2,2,2,3,2,1,4,2,2,3,4,2,22,5.0,2,4,1,3,170,16,170006,3.0,0.6114069292785337,Colombia,COL
LAT2011,-1,7.0,3,,5,2,1,28,5,2,4,2,2,2.0,1,2.0,2,2,2,3,2,3,2,2,2,2,3,1,2,40,5.0,6,2,1,1,170,16,170008,7.0,0.4415050037233768,Colombia,COL
LAT2011,2,5.0,3,,-6,1,1,7,1,3,3,4,3,3.0,2,3.0,2,3,1,2,2,3,2,2,1,2,3,4,2,36,5.0,1,3,1,2,170,16,170008,7.0,0.4415050037233768,Colombia,COL
LAT2011,-1,5.0,3,,-6,1,-1,15,5,2,3,3,2,3.0,2,3.0,2,2,2,2,3,2,2,2,3,3,4,4,2,33,2.0,6,3,1,3,170,16,170008,7.0,1.8808213159749199,Colombia,COL
LAT2011,3,-2.0,3,,5,1,1,25,3,3,4,5,2,3.0,1,-2.0,2,3,2,4,2,4,4,2,3,-3,4,4,1,43,2.0,1,3,2,3,188,16,188008,7.0,1.0,Costa Rica,CRI
LAT2011,3,8.0,1,,5,2,1,15,5,3,3,4,4,3.0,3,2.0,2,4,2,4,3,4,3,3,3,-3,4,4,2,77,1.0,5,2,2,2,188,16,188009,4.0,1.0,Costa Rica,CRI
LAT2011,1,6.0,3,,-2,1,1,14,2,3,3,3,4,4.0,3,2.0,2,2,2,4,2,4,3,2,2,-3,2,4,1,37,3.0,1,4,1,4,188,16,188009,7.0,1.0,Costa Rica,CRI
LAT2011,2,9.0,2,,-1,1,1,-2,4,3,2,-2,2,3.0,3,4.0,2,2,2,3,3,3,2,3,4,-3,4,2,1,39,3.0,1,4,1,2,188,16,188008,4.0,1.0,Costa Rica,CRI
LAT2011,-1,8.0,-1,,-1,-1,1,-1,5,-1,3,3,4,4.0,3,3.0,2,3,-1,-2,2,-1,3,2,3,-3,-1,4,2,22,3.0,4,3,-1,-3,188,16,188008,7.0,1.0,Costa Rica,CRI
LAT2011,1,9.0,2,,5,1,1,15,2,3,4,5,3,3.0,3,2.0,2,3,2,3,2,2,2,3,3,-3,3,4,1,50,5.0,3,1,1,2,188,16,188008,3.0,1.0,Costa Rica,CRI
LAT2011,1,8.0,4,,-2,1,2,10,5,4,3,3,4,3.0,3,2.0,2,4,2,4,4,4,2,4,2,-3,4,4,2,49,1.0,6,2,1,2,188,16,188009,5.0,1.0,Costa Rica,CRI
LAT2011,3,10.0,3,,7,2,2,7,5,3,3,3,3,2.0,1,1.0,1,3,2,3,2,3,1,2,2,-3,3,4,1,21,6.0,7,1,6,3,188,16,188009,6.0,1.0,Costa Rica,CRI
LAT2011,1,10.0,3,,10,1,2,15,1,4,4,4,4,4.0,3,3.0,1,4,2,4,4,4,4,4,4,-3,4,2,1,50,2.0,3,4,1,1,188,16,188009,7.0,1.0,Costa Rica,CRI
LAT2011,3,10.0,2,,10,2,1,15,3,2,3,3,2,3.0,2,2.0,1,1,1,1,3,1,1,3,2,-3,1,4,1,26,3.0,1,2,97,-3,188,16,188009,5.0,1.0,Costa Rica,CRI
LAT2011,1,8.0,3,,6,1,2,26,5,3,4,3,2,2.0,2,3.0,2,2,2,4,2,3,2,3,2,-3,4,4,2,23,4.0,7,3,1,3,188,16,188008,3.0,1.0,Costa Rica,CRI
LAT2011,1,8.0,2,,-6,2,2,7,1,2,4,4,3,3.0,2,2.0,1,4,2,3,2,3,1,4,2,-3,-2,4,2,49,2.0,1,2,2,4,188,16,188009,6.0,1.0,Costa Rica,CRI
LAT2011,1,7.0,2,,5,1,2,13,5,3,3,3,2,3.0,2,2.0,2,4,2,3,3,3,2,3,2,-3,4,4,2,33,7.0,4,2,1,2,188,16,188008,6.0,1.0,Costa Rica,CRI
LAT2011,-2,10.0,-1,,-2,2,2,16,2,4,5,2,2,4.0,2,4.0,2,-1,2,-1,2,-1,-1,3,1,-3,-1,4,2,39,2.0,1,4,1,3,188,16,188009,3.0,1.0,Costa Rica,CRI
LAT2011,3,7.0,3,,9,1,2,6,1,3,5,3,2,3.0,2,4.0,2,4,2,3,3,3,1,3,2,-3,3,1,2,48,2.0,1,3,1,4,188,16,188008,6.0,1.0,Costa Rica,CRI
LAT2011,2,7.0,4,,5,1,2,15,1,4,4,4,4,3.0,3,2.0,2,4,2,3,3,3,3,4,1,-3,4,1,1,60,4.0,1,1,1,2,188,16,188008,4.0,1.0,Costa Rica,CRI
LAT2011,1,10.0,3,,-1,2,1,15,5,2,3,2,2,3.0,3,3.0,1,4,1,3,1,3,3,3,3,-3,3,4,1,78,2.0,5,2,1,4,188,16,188008,6.0,1.0,Costa Rica,CRI
LAT2011,1,5.0,3,,-2,1,2,15,4,4,2,3,3,2.0,1,1.0,2,4,2,-1,4,-1,-1,4,3,-3,-1,4,1,18,2.0,1,1,1,1,188,16,188009,5.0,1.0,Costa Rica,CRI
LAT2011,1,8.0,2,,-2,1,1,18,5,3,4,5,3,4.0,5,3.0,2,3,1,2,2,2,1,1,2,-3,2,4,2,27,4.0,6,2,2,2,188,16,188009,5.0,1.0,Costa Rica,CRI
LAT2011,1,7.0,2,,-2,1,2,13,5,3,3,4,3,3.0,3,2.0,2,4,2,2,4,4,2,4,4,-3,4,2,2,38,3.0,6,2,1,2,188,16,188009,4.0,1.0,Costa Rica,CRI
LAT2011,1,9.0,2,,0,2,2,15,5,1,3,3,2,2.0,2,2.0,2,3,1,3,3,3,3,3,3,-3,3,2,2,18,4.0,7,3,1,2,188,16,188009,3.0,1.0,Costa Rica,CRI
LAT2011,1,5.0,3,,5,2,1,25,5,3,3,3,3,3.0,3,2.0,2,4,2,4,3,4,4,2,2,-3,4,1,1,20,6.0,7,1,1,2,188,16,188009,5.0,1.0,Costa Rica,CRI
LAT2011,1,10.0,3,,5,2,1,10,5,1,5,2,3,3.0,3,3.0,2,2,2,2,2,2,2,3,3,-3,3,4,2,57,5.0,6,2,1,2,188,16,188008,7.0,1.0,Costa Rica,CRI
LAT2011,3,8.0,3,,-2,1,1,25,2,3,4,3,-1,3.0,3,2.0,2,4,2,4,3,2,4,2,3,-3,4,1,1,45,2.0,1,2,1,3,188,16,188009,4.0,1.0,Costa Rica,CRI
LAT2011,1,10.0,2,,6,1,2,17,2,2,3,4,2,3.0,2,1.0,2,3,2,4,3,2,4,4,2,-3,2,4,1,39,4.0,2,3,1,4,188,16,188008,7.0,1.0,Costa Rica,CRI
LAT2011,1,1.0,4,,8,1,2,25,4,4,3,5,2,3.0,2,3.0,2,3,2,2,4,2,1,4,2,1,4,2,1,31,5.0,2,3,2,1,214,16,214033,7.0,1.03961429,República Dominicana,DOM
LAT2011,1,10.0,3,,0,1,2,7,5,3,4,5,2,5.0,2,3.0,2,4,2,4,4,3,2,4,1,3,4,4,2,31,1.0,6,4,1,2,214,16,214033,6.0,1.03961429,República Dominicana,DOM
LAT2011,1,1.0,3,,1,1,1,25,1,3,5,5,3,3.0,3,2.0,2,4,2,4,4,4,2,2,2,4,4,4,2,26,5.0,3,3,2,2,214,16,214032,7.0,0.94704489,República Dominicana,DOM
LAT2011,1,4.0,3,,1,1,2,25,5,3,5,5,2,3.0,-1,2.0,2,3,2,4,4,4,4,4,4,4,4,4,2,68,2.0,6,4,1,2,214,16,214033,3.0,1.03961429,República Dominicana,DOM
LAT2011,1,9.0,2,,5,1,1,7,5,2,4,4,4,3.0,2,3.0,2,4,2,4,3,4,1,4,2,4,4,2,2,31,3.0,6,3,1,2,214,16,214030,7.0,0.99681785,República Dominicana,DOM
LAT2011,2,5.0,3,,10,1,1,25,1,4,5,5,5,-1.0,3,3.0,2,4,2,4,3,4,4,4,3,4,4,4,2,40,7.0,2,4,10,1,214,16,214033,1.0,1.03961429,República Dominicana,DOM
LAT2011,1,7.0,3,,4,1,2,15,5,4,3,3,4,4.0,5,3.0,2,4,2,3,4,3,1,3,3,3,4,4,1,20,5.0,7,3,1,4,214,16,214030,7.0,0.99681785,República Dominicana,DOM
LAT2011,2,8.0,2,,10,2,2,5,3,4,3,3,2,4.0,4,4.0,2,2,2,2,4,3,1,4,2,3,2,1,1,24,4.0,3,3,1,4,214,16,214030,7.0,0.99681785,República Dominicana,DOM
LAT2011,1,8.0,3,,5,1,1,6,3,3,3,3,3,3.0,3,2.0,2,3,2,3,2,3,1,2,2,3,3,4,2,61,1.0,2,3,1,3,214,16,214032,7.0,0.94704489,República Dominicana,DOM
LAT2011,1,5.0,3,,5,1,2,5,5,3,5,4,4,3.0,3,3.0,2,2,2,4,4,4,2,4,4,4,4,4,2,40,7.0,6,3,1,2,214,16,214033,7.0,1.03961429,República Dominicana,DOM
LAT2011,2,8.0,4,,-1,1,2,13,1,4,5,4,4,4.0,5,4.0,1,4,2,4,4,4,1,4,2,4,4,1,1,24,2.0,3,3,1,3,214,16,214033,5.0,1.03961429,República Dominicana,DOM
LAT2011,1,8.0,2,,5,1,1,11,3,4,5,5,5,5.0,5,4.0,1,4,2,4,3,4,1,4,3,4,4,1,1,58,2.0,1,2,1,2,214,16,214032,7.0,0.94704489,República Dominicana,DOM
LAT2011,2,3.0,4,,-1,1,2,5,5,4,5,5,4,4.0,5,1.0,-2,4,1,3,4,2,3,4,3,4,3,1,1,41,2.0,6,3,3,1,214,16,214032,7.0,0.94704489,República Dominicana,DOM
LAT2011,1,6.0,3,,1,1,2,25,2,3,4,5,5,4.0,3,3.0,2,4,1,2,3,2,2,3,2,3,3,4,1,55,3.0,1,3,1,3,214,16,214032,7.0,0.94704489,República Dominicana,DOM
LAT2011,1,8.0,4,,-1,1,1,25,5,4,4,3,4,4.0,5,3.0,2,3,1,2,2,3,1,3,2,3,2,4,1,32,2.0,6,3,1,3,214,16,214033,2.0,1.03961429,República Dominicana,DOM
LAT2011,2,5.0,2,,7,1,2,25,4,3,5,5,2,5.0,1,2.0,2,4,2,3,4,3,3,3,2,3,3,4,2,26,3.0,1,3,1,4,214,16,214030,7.0,0.99681785,República Dominicana,DOM
LAT2011,1,5.0,3,,4,1,2,15,2,3,3,3,3,3.0,3,2.0,2,3,1,3,3,3,3,4,2,3,3,4,1,26,2.0,1,3,1,3,214,16,214032,7.0,0.94704489,República Dominicana,DOM
LAT2011,1,10.0,3,,1,1,2,25,5,4,4,5,1,3.0,2,3.0,-2,1,2,4,4,4,3,4,3,4,3,2,2,61,4.0,6,2,1,3,214,16,214030,7.0,0.99681785,República Dominicana,DOM
LAT2011,1,3.0,3,,5,1,2,7,1,4,5,5,5,4.0,3,2.0,2,4,2,4,4,4,4,4,4,4,4,4,1,35,6.0,1,3,97,-3,214,16,214030,7.0,0.99681785,República Dominicana,DOM
