ola,columna,valor,total_apariciones
LAT2003,X_004,724013,325
LAT2003,X_004,68008,322
LAT2003,X_004,76002,319
LAT2003,X_004,862000,280
LAT2003,X_004,68003,278
LAT2003,X_004,32300,276
LAT2003,X_004,170004,276
LAT2003,X_004,340008,276
LAT2003,X_004,600012,272
LAT2003,X_004,340006,267
LAT2003,X_004,218010,261
LAT2003,X_004,484133,260
LAT2003,X_004,170006,250
LAT2003,X_004,170007,247
LAT2003,X_004,724010,244
LAT2003,X_004,862024,240
LAT2003,X_004,68004,239
LAT2003,X_004,484432,230
LAT2003,X_004,170008,228
LAT2003,X_004,218019,220
LAT2003,X_004,862028,220
LAT2003,X_004,484901,210
LAT2003,X_004,600001,202
LAT2003,X_004,170009,199
LAT2003,X_004,76004,183
LAT2003,X_004,862025,180
LAT2003,X_004,724012,178
LAT2003,X_004,188002,170
LAT2003,X_004,724008,164
LAT2003,X_004,862027,160
LAT2003,X_004,591005,153
LAT2003,X_004,32212,144
LAT2003,X_004,32310,139
LAT2003,X_004,724016,138
LAT2003,X_004,152008,131
LAT2003,X_004,600011,126
LAT2003,X_004,68001,122
LAT2003,X_004,152005,122
LAT2003,X_004,32311,120
LAT2003,X_004,862026,120
LAT2003,X_004,188003,113
LAT2003,X_004,218014,111
LAT2003,X_004,724007,107
LAT2003,X_004,218011,100
LAT2003,X_004,604002,100
LAT2003,X_004,724005,99
LAT2003,X_004,188006,96
LAT2003,X_004,188004,93
LAT2003,X_004,222102,93
LAT2003,X_004,188007,84
LAT2003,X_004,591008,83
LAT2003,X_004,76005,82
LAT2003,X_004,76001,81
LAT2003,X_004,32104,80
LAT2003,X_004,222201,80
LAT2003,X_004,604004,80
LAT2003,X_004,604024,80
LAT2003,X_004,604012,80
LAT2003,X_004,218013,79
LAT2003,X_004,724002,78
LAT2003,X_004,591002,78
LAT2003,X_004,222302,76
LAT2003,X_004,68009,74
LAT2003,X_004,724003,73
LAT2003,X_004,591004,72
LAT2003,X_004,188005,69
LAT2003,X_004,68002,68
LAT2003,X_004,68007,68
LAT2003,X_004,724011,67
LAT2003,X_004,724014,66
LAT2003,X_004,858003,64
LAT2003,X_004,222103,63
LAT2003,X_004,604020,60
LAT2003,X_004,604007,60
LAT2003,X_004,604006,60
LAT2003,X_004,604011,60
LAT2003,X_004,604021,60
LAT2003,X_004,152010,59
LAT2003,X_004,222304,58
LAT2003,X_004,320710,58
LAT2003,X_004,858011,58
LAT2003,X_004,858017,58
LAT2003,X_004,340015,57
LAT2003,X_004,152002,56
LAT2003,X_004,320201,56
LAT2003,X_004,558011,56
LAT2003,X_004,558010,55
LAT2003,X_004,340002,54
LAT2003,X_004,152004,53
LAT2003,X_004,152007,53
LAT2003,X_004,858018,53
LAT2003,X_004,152001,52
LAT2003,X_004,222203,52
LAT2003,X_004,558009,51
LAT2003,X_004,558003,51
LAT2003,X_004,218001,50
LAT2003,X_004,222206,49
LAT2003,X_004,320508,49
LAT2003,X_004,320503,48
LAT2003,X_004,591006,48
LAT2003,X_004,724004,47
LAT2003,X_004,340004,47
LAT2003,X_004,222301,44
LAT2003,X_004,340018,44
LAT2003,X_004,591003,44
LAT2003,X_004,222101,43
LAT2003,X_004,340001,43
LAT2003,X_004,858010,43
LAT2003,X_004,858005,43
LAT2003,X_004,558002,42
LAT2003,X_004,558004,42
LAT2003,X_004,320707,41
LAT2003,X_004,218007,40
LAT2003,X_004,218005,40
LAT2003,X_004,218012,40
LAT2003,X_004,218008,40
LAT2003,X_004,218016,40
LAT2003,X_004,604013,40
LAT2003,X_004,604009,40
LAT2003,X_004,604019,40
LAT2003,X_004,858015,40
LAT2003,X_004,218023,39
LAT2003,X_004,558008,39
LAT2003,X_004,558017,38
LAT2003,X_004,858013,36
LAT2003,X_004,320621,35
LAT2003,X_004,340016,35
LAT2003,X_004,858008,35
LAT2003,X_004,724006,34
LAT2003,X_004,724015,34
LAT2003,X_004,320516,34
LAT2003,X_004,320620,34
LAT2003,X_004,320617,34
LAT2003,X_004,558015,34
LAT2003,X_004,558006,34
LAT2003,X_004,222207,33
LAT2003,X_004,222205,33
LAT2003,X_004,340005,32
LAT2003,X_004,340007,32
LAT2003,X_004,558016,32
LAT2003,X_004,152009,31
LAT2003,X_004,320614,31
LAT2003,X_004,68005,29
LAT2003,X_004,858019,28
LAT2003,X_004,152006,27
LAT2003,X_004,858009,27
LAT2003,X_004,320413,26
LAT2003,X_004,858016,25
LAT2003,X_004,320322,24
LAT2003,X_004,591007,24
LAT2003,X_004,320202,23
LAT2003,X_004,320311,23
LAT2003,X_004,340010,23
LAT2003,X_004,340013,23
LAT2003,X_004,858002,23
LAT2003,X_004,858014,23
LAT2003,X_004,320304,22
LAT2003,X_004,340017,22
LAT2003,X_004,558007,22
LAT2003,X_004,558012,22
LAT2003,X_004,320412,21
LAT2003,X_004,320418,21
LAT2003,X_004,858004,21
LAT2003,X_004,218022,20
LAT2003,X_004,218002,20
LAT2003,X_004,218006,20
LAT2003,X_004,218024,20
LAT2003,X_004,218003,20
LAT2003,X_004,218015,20
LAT2003,X_004,218004,20
LAT2003,X_004,340003,20
LAT2003,X_004,340012,20
LAT2003,X_004,558005,20
LAT2003,X_004,558014,20
LAT2003,X_004,604014,20
LAT2003,X_004,604005,20
LAT2003,X_004,604010,20
LAT2003,X_004,604015,20
LAT2003,X_004,604022,20
LAT2003,X_004,724017,17
LAT2003,X_004,152003,16
LAT2003,X_004,320619,13
LAT2003,X_004,858006,13
LAT2003,X_004,558013,12
LAT2003,X_004,591009,12
LAT2003,X_004,320805,11
LAT2003,X_004,340014,11
LAT2003,X_004,858012,10
LAT2003,X_004,222202,9
LAT2003,X_004,320615,9
LAT2003,X_004,858007,9
LAT2004,X_004,152000,600
LAT2004,X_004,858001,573
LAT2004,X_004,76003,532
LAT2004,X_004,591001,496
LAT2004,X_004,32002,468
LAT2004,X_004,724001,431
LAT2004,X_004,724009,393
LAT2004,X_004,188001,372
LAT2004,X_004,68004,349
LAT2004,X_004,604000,340
LAT2004,X_004,222204,330
LAT2004,X_004,724013,323
LAT2004,X_004,76002,322
LAT2004,X_004,214000,320
LAT2004,X_004,32300,287
LAT2004,X_004,170008,285
LAT2004,X_004,218010,280
LAT2004,X_004,600012,279
LAT2004,X_004,170006,265
LAT2004,X_004,320109,260
LAT2004,X_004,558001,260
LAT2004,X_004,862000,260
LAT2004,X_004,862024,260
LAT2004,X_004,862028,260
LAT2004,X_004,724010,246
LAT2004,X_004,340008,240
LAT2004,X_004,68008,234
LAT2004,X_004,68003,231
LAT2004,X_004,484309,230
LAT2004,X_004,340006,220
LAT2004,X_004,170009,215
LAT2004,X_004,170007,210
LAT2004,X_004,218019,210
LAT2004,X_004,600001,198
LAT2004,X_004,170001,190
LAT2004,X_004,76004,182
LAT2004,X_004,188002,180
LAT2004,X_004,862025,180
LAT2004,X_004,724012,178
LAT2004,X_004,32212,165
LAT2004,X_004,724008,161
LAT2004,X_004,591005,152
LAT2004,X_004,724016,138
LAT2004,X_004,32310,137
LAT2004,X_004,152008,131
LAT2004,X_004,68007,125
LAT2004,X_004,600011,123
LAT2004,X_004,152005,122
LAT2004,X_004,214028,120
LAT2004,X_004,862027,120
LAT2004,X_004,862026,120
LAT2004,X_004,724007,108
LAT2004,X_004,188003,104
LAT2004,X_004,218011,100
LAT2004,X_004,218014,100
LAT2004,X_004,222102,100
LAT2004,X_004,604002,100
LAT2004,X_004,724005,99
LAT2004,X_004,188006,96
LAT2004,X_004,591008,96
LAT2004,X_004,188004,92
LAT2004,X_004,68005,85
LAT2004,X_004,76001,84
LAT2004,X_004,76005,84
LAT2004,X_004,188007,84
LAT2004,X_004,218012,80
LAT2004,X_004,222302,80
LAT2004,X_004,222103,80
LAT2004,X_004,320508,80
LAT2004,X_004,340015,80
LAT2004,X_004,340002,80
LAT2004,X_004,558015,80
LAT2004,X_004,558003,80
LAT2004,X_004,558010,80
LAT2004,X_004,604004,80
LAT2004,X_004,604024,80
LAT2004,X_004,604012,80
LAT2004,X_004,32104,78
LAT2004,X_004,724002,78
LAT2004,X_004,68002,73
LAT2004,X_004,724003,73
LAT2004,X_004,188005,72
LAT2004,X_004,858010,72
LAT2004,X_004,218013,70
LAT2004,X_004,222304,70
LAT2004,X_004,484315,70
LAT2004,X_004,591004,70
LAT2004,X_004,724011,67
LAT2004,X_004,858018,67
LAT2004,X_004,724014,66
LAT2004,X_004,591002,66
LAT2004,X_004,32311,65
LAT2004,X_004,222201,60
LAT2004,X_004,222301,60
LAT2004,X_004,222205,60
LAT2004,X_004,320710,60
LAT2004,X_004,320617,60
LAT2004,X_004,340007,60
LAT2004,X_004,340001,60
LAT2004,X_004,558002,60
LAT2004,X_004,558004,60
LAT2004,X_004,558011,60
LAT2004,X_004,604020,60
LAT2004,X_004,604007,60
LAT2004,X_004,604006,60
LAT2004,X_004,604011,60
LAT2004,X_004,604021,60
LAT2004,X_004,214020,60
LAT2004,X_004,152010,59
LAT2004,X_004,858003,59
LAT2004,X_004,68009,56
LAT2004,X_004,152002,56
LAT2004,X_004,152004,53
LAT2004,X_004,152007,53
LAT2004,X_004,152001,52
LAT2004,X_004,218001,50
LAT2004,X_004,218007,50
LAT2004,X_004,484407,50
LAT2004,X_004,68001,48
LAT2004,X_004,591006,48
LAT2004,X_004,724004,47
LAT2004,X_004,858008,47
LAT2004,X_004,858004,46
LAT2004,X_004,858005,45
LAT2004,X_004,858012,42
LAT2004,X_004,858015,41
LAT2004,X_004,218005,40
LAT2004,X_004,218023,40
LAT2004,X_004,218016,40
LAT2004,X_004,222207,40
LAT2004,X_004,222203,40
LAT2004,X_004,222206,40
LAT2004,X_004,222101,40
LAT2004,X_004,320707,40
LAT2004,X_004,320322,40
LAT2004,X_004,320620,40
LAT2004,X_004,320202,40
LAT2004,X_004,320412,40
LAT2004,X_004,320516,40
LAT2004,X_004,320503,40
LAT2004,X_004,320418,40
LAT2004,X_004,320413,40
LAT2004,X_004,320614,40
LAT2004,X_004,320621,40
LAT2004,X_004,340016,40
LAT2004,X_004,340005,40
LAT2004,X_004,340013,40
LAT2004,X_004,340003,40
LAT2004,X_004,340004,40
LAT2004,X_004,340014,40
LAT2004,X_004,484201,40
LAT2004,X_004,484102,40
LAT2004,X_004,484404,40
LAT2004,X_004,484430,40
LAT2004,X_004,484211,40
LAT2004,X_004,484321,40
LAT2004,X_004,484214,40
LAT2004,X_004,484119,40
LAT2004,X_004,484124,40
LAT2004,X_004,484125,40
LAT2004,X_004,558016,40
LAT2004,X_004,558012,40
LAT2004,X_004,558005,40
LAT2004,X_004,558007,40
LAT2004,X_004,558017,40
LAT2004,X_004,558006,40
LAT2004,X_004,558008,40
LAT2004,X_004,604013,40
LAT2004,X_004,604009,40
LAT2004,X_004,604019,40
LAT2004,X_004,214026,40
LAT2004,X_004,214005,40
LAT2004,X_004,214024,40
LAT2004,X_004,214021,40
LAT2004,X_004,214003,40
LAT2004,X_004,214008,40
LAT2004,X_004,214001,40
LAT2004,X_004,214027,40
LAT2004,X_004,591003,36
LAT2004,X_004,170010,35
LAT2004,X_004,724006,34
LAT2004,X_004,858011,33
LAT2004,X_004,724015,32
LAT2004,X_004,152009,31
LAT2004,X_004,218022,30
LAT2004,X_004,484105,30
LAT2004,X_004,484110,30
LAT2004,X_004,484313,30
LAT2004,X_004,484216,30
LAT2004,X_004,484420,30
LAT2004,X_004,484126,30
LAT2004,X_004,484128,30
LAT2004,X_004,484329,30
LAT2004,X_004,484431,30
LAT2004,X_004,484132,30
LAT2004,X_004,858006,30
LAT2004,X_004,858013,28
LAT2004,X_004,858009,28
LAT2004,X_004,152006,27
LAT2004,X_004,591007,24
LAT2004,X_004,218002,20
LAT2004,X_004,218018,20
LAT2004,X_004,218006,20
LAT2004,X_004,218015,20
LAT2004,X_004,218024,20
LAT2004,X_004,320619,20
LAT2004,X_004,320615,20
LAT2004,X_004,320201,20
LAT2004,X_004,320311,20
LAT2004,X_004,320304,20
LAT2004,X_004,340012,20
LAT2004,X_004,484206,20
LAT2004,X_004,484108,20
LAT2004,X_004,484412,20
LAT2004,X_004,484317,20
LAT2004,X_004,484322,20
LAT2004,X_004,484222,20
LAT2004,X_004,484427,20
LAT2004,X_004,558013,20
LAT2004,X_004,558009,20
LAT2004,X_004,604014,20
LAT2004,X_004,604005,20
LAT2004,X_004,604010,20
LAT2004,X_004,604015,20
LAT2004,X_004,604022,20
LAT2004,X_004,214012,20
LAT2004,X_004,214029,20
LAT2004,X_004,214007,20
LAT2004,X_004,214013,20
LAT2004,X_004,214010,20
LAT2004,X_004,214023,20
LAT2004,X_004,214015,20
LAT2004,X_004,214017,20
LAT2004,X_004,214014,20
LAT2004,X_004,858002,18
LAT2004,X_004,858014,18
LAT2004,X_004,724017,17
LAT2004,X_004,858017,17
LAT2004,X_004,152003,16
LAT2004,X_004,858016,15
LAT2004,X_004,591009,12
LAT2004,X_004,858019,12
LAT2004,X_004,218008,10
LAT2004,X_004,484218,10
LAT2004,X_004,858007,9
LAT2005,X_004,152000,600
LAT2005,X_004,76003,532
LAT2005,X_004,858001,516
LAT2005,X_004,591001,496
LAT2005,X_004,32301,488
LAT2005,X_004,68004,369
LAT2005,X_004,188001,360
LAT2005,X_004,604000,360
LAT2005,X_004,222204,330
LAT2005,X_004,76002,322
LAT2005,X_004,214000,320
LAT2005,X_004,68008,295
LAT2005,X_004,600012,289
LAT2005,X_004,170008,285
LAT2005,X_004,218010,270
LAT2005,X_004,170006,265
LAT2005,X_004,320109,250
LAT2005,X_004,558001,240
LAT2005,X_004,68003,224
LAT2005,X_004,340006,220
LAT2005,X_004,340008,220
LAT2005,X_004,170009,215
LAT2005,X_004,170007,210
LAT2005,X_004,218019,210
LAT2005,X_004,600011,203
LAT2005,X_004,170001,190
LAT2005,X_004,600008,187
LAT2005,X_004,76004,182
LAT2005,X_004,591005,180
LAT2005,X_004,188002,170
LAT2005,X_004,862023,160
LAT2005,X_004,484315,159
LAT2005,X_004,858003,146
LAT2005,X_004,32211,144
LAT2005,X_004,862014,140
LAT2005,X_004,152008,131
LAT2005,X_004,218014,130
LAT2005,X_004,152005,122
LAT2005,X_004,484309,122
LAT2005,X_004,600010,120
LAT2005,X_004,188003,114
LAT2005,X_004,32001,112
LAT2005,X_004,188006,108
LAT2005,X_004,218011,100
LAT2005,X_004,222102,100
LAT2005,X_004,604004,100
LAT2005,X_004,604002,100
LAT2005,X_004,862000,100
LAT2005,X_004,862007,100
LAT2005,X_004,600001,96
LAT2005,X_004,600014,95
LAT2005,X_004,188004,92
LAT2005,X_004,68007,89
LAT2005,X_004,858011,88
LAT2005,X_004,68002,86
LAT2005,X_004,484430,86
LAT2005,X_004,76001,84
LAT2005,X_004,76005,84
LAT2005,X_004,188007,84
LAT2005,X_004,591004,84
LAT2005,X_004,591008,84
LAT2005,X_004,32304,80
LAT2005,X_004,32302,80
LAT2005,X_004,32101,80
LAT2005,X_004,222304,80
LAT2005,X_004,222103,80
LAT2005,X_004,222302,80
LAT2005,X_004,320617,80
LAT2005,X_004,320707,80
LAT2005,X_004,320614,80
LAT2005,X_004,558003,80
LAT2005,X_004,558004,80
LAT2005,X_004,558010,80
LAT2005,X_004,604007,80
LAT2005,X_004,604024,80
LAT2005,X_004,862004,80
LAT2005,X_004,862012,80
LAT2005,X_004,484214,78
LAT2005,X_004,68009,74
LAT2005,X_004,858008,74
LAT2005,X_004,188005,72
LAT2005,X_004,68005,63
LAT2005,X_004,218013,60
LAT2005,X_004,222207,60
LAT2005,X_004,222201,60
LAT2005,X_004,222205,60
LAT2005,X_004,320201,60
LAT2005,X_004,320710,60
LAT2005,X_004,340018,60
LAT2005,X_004,340015,60
LAT2005,X_004,340002,60
LAT2005,X_004,340001,60
LAT2005,X_004,340007,60
LAT2005,X_004,558016,60
LAT2005,X_004,558002,60
LAT2005,X_004,558011,60
LAT2005,X_004,604013,60
LAT2005,X_004,604006,60
LAT2005,X_004,604012,60
LAT2005,X_004,604021,60
LAT2005,X_004,214024,60
LAT2005,X_004,214028,60
LAT2005,X_004,214021,60
LAT2005,X_004,214023,60
LAT2005,X_004,214031,60
LAT2005,X_004,862002,60
LAT2005,X_004,862006,60
LAT2005,X_004,862019,60
LAT2005,X_004,152010,59
LAT2005,X_004,484321,59
LAT2005,X_004,600005,59
LAT2005,X_004,32202,56
LAT2005,X_004,32201,56
LAT2005,X_004,32306,56
LAT2005,X_004,152002,56
LAT2005,X_004,591002,56
LAT2005,X_004,218001,55
LAT2005,X_004,218012,55
LAT2005,X_004,484211,55
LAT2005,X_004,152004,53
LAT2005,X_004,152007,53
LAT2005,X_004,152001,52
LAT2005,X_004,484216,52
LAT2005,X_004,858018,52
LAT2005,X_004,484119,51
LAT2005,X_004,858010,51
LAT2005,X_004,218007,50
LAT2005,X_004,218023,50
LAT2005,X_004,214014,50
LAT2005,X_004,32203,48
LAT2005,X_004,600004,48
LAT2005,X_004,218005,45
LAT2005,X_004,218016,40
LAT2005,X_004,222101,40
LAT2005,X_004,222203,40
LAT2005,X_004,222206,40
LAT2005,X_004,222301,40
LAT2005,X_004,320619,40
LAT2005,X_004,320413,40
LAT2005,X_004,320322,40
LAT2005,X_004,320503,40
LAT2005,X_004,320508,40
LAT2005,X_004,340012,40
LAT2005,X_004,340005,40
LAT2005,X_004,340017,40
LAT2005,X_004,340004,40
LAT2005,X_004,484420,40
LAT2005,X_004,558007,40
LAT2005,X_004,558009,40
LAT2005,X_004,558012,40
LAT2005,X_004,558017,40
LAT2005,X_004,558014,40
LAT2005,X_004,558006,40
LAT2005,X_004,558013,40
LAT2005,X_004,604009,40
LAT2005,X_004,604019,40
LAT2005,X_004,604020,40
LAT2005,X_004,214017,40
LAT2005,X_004,214018,40
LAT2005,X_004,862010,40
LAT2005,X_004,862015,40
LAT2005,X_004,862018,40
LAT2005,X_004,862005,40
LAT2005,X_004,862013,40
LAT2005,X_004,862020,40
LAT2005,X_004,858005,39
LAT2005,X_004,484407,38
LAT2005,X_004,484108,38
LAT2005,X_004,484128,36
LAT2005,X_004,591003,36
LAT2005,X_004,591006,36
LAT2005,X_004,170010,35
LAT2005,X_004,484102,35
LAT2005,X_004,484412,34
LAT2005,X_004,858004,34
LAT2005,X_004,484125,32
LAT2005,X_004,152009,31
LAT2005,X_004,320516,30
LAT2005,X_004,484126,29
LAT2005,X_004,152006,27
LAT2005,X_004,484313,27
LAT2005,X_004,484124,27
LAT2005,X_004,484105,26
LAT2005,X_004,218022,25
LAT2005,X_004,591007,24
LAT2005,X_004,600002,24
LAT2005,X_004,484427,23
LAT2005,X_004,858015,23
LAT2005,X_004,858013,23
LAT2005,X_004,484317,22
LAT2005,X_004,600015,22
LAT2005,X_004,858014,22
LAT2005,X_004,484431,21
LAT2005,X_004,858019,21
LAT2005,X_004,218006,20
LAT2005,X_004,218002,20
LAT2005,X_004,218024,20
LAT2005,X_004,218015,20
LAT2005,X_004,218018,20
LAT2005,X_004,320418,20
LAT2005,X_004,320306,20
LAT2005,X_004,320412,20
LAT2005,X_004,320311,20
LAT2005,X_004,320304,20
LAT2005,X_004,320621,20
LAT2005,X_004,320615,20
LAT2005,X_004,320620,20
LAT2005,X_004,340014,20
LAT2005,X_004,340003,20
LAT2005,X_004,340013,20
LAT2005,X_004,340016,20
LAT2005,X_004,340010,20
LAT2005,X_004,558005,20
LAT2005,X_004,558008,20
LAT2005,X_004,558015,20
LAT2005,X_004,600013,20
LAT2005,X_004,604014,20
LAT2005,X_004,604005,20
LAT2005,X_004,604011,20
LAT2005,X_004,604010,20
LAT2005,X_004,604015,20
LAT2005,X_004,604022,20
LAT2005,X_004,214027,20
LAT2005,X_004,214022,20
LAT2005,X_004,214029,20
LAT2005,X_004,214001,20
LAT2005,X_004,214002,20
LAT2005,X_004,214003,20
LAT2005,X_004,214005,20
LAT2005,X_004,214013,20
LAT2005,X_004,214008,20
LAT2005,X_004,214020,20
LAT2005,X_004,214007,20
LAT2005,X_004,214026,20
LAT2005,X_004,862021,20
LAT2005,X_004,862016,20
LAT2005,X_004,862003,20
LAT2005,X_004,862011,20
LAT2005,X_004,862017,20
LAT2005,X_004,862022,20
LAT2005,X_004,600006,19
LAT2005,X_004,858017,19
LAT2005,X_004,600003,18
LAT2005,X_004,858002,18
LAT2005,X_004,484110,17
LAT2005,X_004,484322,17
LAT2005,X_004,858009,17
LAT2005,X_004,858016,17
LAT2005,X_004,152003,16
LAT2005,X_004,484132,16
LAT2005,X_004,858006,14
LAT2005,X_004,858012,13
LAT2005,X_004,858007,13
LAT2005,X_004,484329,12
LAT2005,X_004,591009,12
LAT2005,X_004,484201,11
LAT2005,X_004,484218,11
LAT2005,X_004,484423,11
LAT2005,X_004,218008,10
LAT2005,X_004,214016,10
LAT2005,X_004,484404,8
LAT2005,X_004,484206,7
LAT2006,X_004,858001,562
LAT2006,X_004,76003,532
LAT2006,X_004,600012,530
LAT2006,X_004,152000,480
LAT2006,X_004,32301,472
LAT2006,X_004,591001,454
LAT2006,X_004,724001,436
LAT2006,X_004,604014,435
LAT2006,X_004,724009,400
LAT2006,X_004,188001,360
LAT2006,X_004,68004,335
LAT2006,X_004,724013,334
LAT2006,X_004,76002,322
LAT2006,X_004,218010,320
LAT2006,X_004,214000,320
LAT2006,X_004,68008,310
LAT2006,X_004,222204,290
LAT2006,X_004,170008,285
LAT2006,X_004,170006,265
LAT2006,X_004,724010,265
LAT2006,X_004,320109,260
LAT2006,X_004,558001,260
LAT2006,X_004,340008,240
LAT2006,X_004,340006,220
LAT2006,X_004,600011,216
LAT2006,X_004,170009,215
LAT2006,X_004,68003,210
LAT2006,X_004,170007,210
LAT2006,X_004,170001,190
LAT2006,X_004,218019,185
LAT2006,X_004,76004,182
LAT2006,X_004,188002,180
LAT2006,X_004,484315,170
LAT2006,X_004,591005,168
LAT2006,X_004,724012,165
LAT2006,X_004,152008,164
LAT2006,X_004,862023,160
LAT2006,X_004,724008,150
LAT2006,X_004,484309,140
LAT2006,X_004,218014,130
LAT2006,X_004,32302,129
LAT2006,X_004,724016,126
LAT2006,X_004,32101,124
LAT2006,X_004,32211,121
LAT2006,X_004,862000,120
LAT2006,X_004,862014,120
LAT2006,X_004,858003,112
LAT2006,X_004,222201,110
LAT2006,X_004,188006,108
LAT2006,X_004,188003,104
LAT2006,X_004,600001,104
LAT2006,X_004,724007,103
LAT2006,X_004,152005,102
LAT2006,X_004,222102,100
LAT2006,X_004,222302,100
LAT2006,X_004,320617,100
LAT2006,X_004,862007,100
LAT2006,X_004,152007,98
LAT2006,X_004,591004,96
LAT2006,X_004,591008,96
LAT2006,X_004,68007,95
LAT2006,X_004,32001,92
LAT2006,X_004,188004,92
LAT2006,X_004,724005,92
LAT2006,X_004,484321,90
LAT2006,X_004,218013,85
LAT2006,X_004,76001,84
LAT2006,X_004,76005,84
LAT2006,X_004,188007,84
LAT2006,X_004,152006,80
LAT2006,X_004,340015,80
LAT2006,X_004,340018,80
LAT2006,X_004,558002,80
LAT2006,X_004,558003,80
LAT2006,X_004,558010,80
LAT2006,X_004,558015,80
LAT2006,X_004,214030,80
LAT2006,X_004,862004,80
LAT2006,X_004,862012,80
LAT2006,X_004,68002,75
LAT2006,X_004,218005,75
LAT2006,X_004,724002,75
LAT2006,X_004,724014,74
LAT2006,X_004,858011,73
LAT2006,X_004,188005,72
LAT2006,X_004,218001,70
LAT2006,X_004,604012,70
LAT2006,X_004,604019,70
LAT2006,X_004,600003,69
LAT2006,X_004,600006,67
LAT2006,X_004,724003,66
LAT2006,X_004,152010,62
LAT2006,X_004,591002,62
LAT2006,X_004,724011,61
LAT2006,X_004,68009,60
LAT2006,X_004,222101,60
LAT2006,X_004,222103,60
LAT2006,X_004,222301,60
LAT2006,X_004,320508,60
LAT2006,X_004,320707,60
LAT2006,X_004,320201,60
LAT2006,X_004,320710,60
LAT2006,X_004,340004,60
LAT2006,X_004,340002,60
LAT2006,X_004,484313,60
LAT2006,X_004,484214,60
LAT2006,X_004,484119,60
LAT2006,X_004,484126,60
LAT2006,X_004,484427,60
LAT2006,X_004,558011,60
LAT2006,X_004,604004,60
LAT2006,X_004,604006,60
LAT2006,X_004,862019,60
LAT2006,X_004,862002,60
LAT2006,X_004,862006,60
LAT2006,X_004,68005,55
LAT2006,X_004,218012,55
LAT2006,X_004,604013,55
LAT2006,X_004,32203,53
LAT2006,X_004,152009,53
LAT2006,X_004,858010,52
LAT2006,X_004,32307,50
LAT2006,X_004,68001,50
LAT2006,X_004,484430,50
LAT2006,X_004,604007,50
LAT2006,X_004,604011,50
LAT2006,X_004,152002,49
LAT2006,X_004,591006,48
LAT2006,X_004,600013,48
LAT2006,X_004,858005,48
LAT2006,X_004,218011,45
LAT2006,X_004,218023,45
LAT2006,X_004,604020,45
LAT2006,X_004,604008,45
LAT2006,X_004,724004,44
LAT2006,X_004,32303,41
LAT2006,X_004,858018,41
LAT2006,X_004,858014,41
LAT2006,X_004,152001,40
LAT2006,X_004,222203,40
LAT2006,X_004,222206,40
LAT2006,X_004,222202,40
LAT2006,X_004,222205,40
LAT2006,X_004,222304,40
LAT2006,X_004,320503,40
LAT2006,X_004,320619,40
LAT2006,X_004,320614,40
LAT2006,X_004,320311,40
LAT2006,X_004,320412,40
LAT2006,X_004,320413,40
LAT2006,X_004,320621,40
LAT2006,X_004,320620,40
LAT2006,X_004,340001,40
LAT2006,X_004,340005,40
LAT2006,X_004,340007,40
LAT2006,X_004,340013,40
LAT2006,X_004,340016,40
LAT2006,X_004,484102,40
LAT2006,X_004,484407,40
LAT2006,X_004,484211,40
LAT2006,X_004,484216,40
LAT2006,X_004,484125,40
LAT2006,X_004,484128,40
LAT2006,X_004,558004,40
LAT2006,X_004,558005,40
LAT2006,X_004,558006,40
LAT2006,X_004,558008,40
LAT2006,X_004,558017,40
LAT2006,X_004,558012,40
LAT2006,X_004,558013,40
LAT2006,X_004,558016,40
LAT2006,X_004,604015,40
LAT2006,X_004,604009,40
LAT2006,X_004,214005,40
LAT2006,X_004,214013,40
LAT2006,X_004,214027,40
LAT2006,X_004,214008,40
LAT2006,X_004,214016,40
LAT2006,X_004,214006,40
LAT2006,X_004,862013,40
LAT2006,X_004,862011,40
LAT2006,X_004,862017,40
LAT2006,X_004,862022,40
LAT2006,X_004,862015,40
LAT2006,X_004,862018,40
LAT2006,X_004,32304,38
LAT2006,X_004,600004,38
LAT2006,X_004,591003,36
LAT2006,X_004,591007,36
LAT2006,X_004,170010,35
LAT2006,X_004,218007,35
LAT2006,X_004,218006,35
LAT2006,X_004,600010,35
LAT2006,X_004,604001,35
LAT2006,X_004,604005,35
LAT2006,X_004,32103,34
LAT2006,X_004,724015,34
LAT2006,X_004,858015,34
LAT2006,X_004,858013,34
LAT2006,X_004,724006,33
LAT2006,X_004,858016,33
LAT2006,X_004,152004,31
LAT2006,X_004,218008,30
LAT2006,X_004,484412,30
LAT2006,X_004,600002,30
LAT2006,X_004,604002,30
LAT2006,X_004,858004,29
LAT2006,X_004,858017,26
LAT2006,X_004,858008,23
LAT2006,X_004,858002,22
LAT2006,X_004,152003,21
LAT2006,X_004,600008,21
LAT2006,X_004,218002,20
LAT2006,X_004,222303,20
LAT2006,X_004,222207,20
LAT2006,X_004,320516,20
LAT2006,X_004,320418,20
LAT2006,X_004,320202,20
LAT2006,X_004,320304,20
LAT2006,X_004,340003,20
LAT2006,X_004,340010,20
LAT2006,X_004,340014,20
LAT2006,X_004,484201,20
LAT2006,X_004,484103,20
LAT2006,X_004,484105,20
LAT2006,X_004,484108,20
LAT2006,X_004,484218,20
LAT2006,X_004,484322,20
LAT2006,X_004,484329,20
LAT2006,X_004,484132,20
LAT2006,X_004,558007,20
LAT2006,X_004,558009,20
LAT2006,X_004,604010,20
LAT2006,X_004,604021,20
