ola,columna,valor,total_apariciones
LAT2005,S_002,36,373
LAT2005,S_002,34,355
LAT2005,S_002,31,355
LAT2005,S_002,50,353
LAT2005,S_002,45,344
LAT2005,S_002,41,335
LAT2005,S_002,43,329
LAT2005,S_002,60,311
LAT2005,S_002,46,295
LAT2005,S_002,48,287
LAT2005,S_002,47,281
LAT2005,S_002,44,265
LAT2005,S_002,55,265
LAT2005,S_002,52,263
LAT2005,S_002,49,258
LAT2005,S_002,58,240
LAT2005,S_002,53,234
LAT2005,S_002,54,229
LAT2005,S_002,65,219
LAT2005,S_002,56,212
LAT2005,S_002,62,195
LAT2005,S_002,59,195
LAT2005,S_002,51,193
LAT2005,S_002,61,193
LAT2005,S_002,63,187
LAT2005,S_002,57,183
LAT2005,S_002,64,156
LAT2005,S_002,67,154
LAT2005,S_002,66,144
LAT2005,S_002,70,143
LAT2005,S_002,68,136
LAT2005,S_002,72,132
LAT2005,S_002,75,127
LAT2005,S_002,69,92
LAT2005,S_002,74,85
LAT2005,S_002,71,76
LAT2005,S_002,78,73
LAT2005,S_002,16,73
LAT2005,S_002,73,72
LAT2005,S_002,76,68
LAT2005,S_002,17,67
LAT2005,S_002,80,64
LAT2005,S_002,77,63
LAT2005,S_002,79,44
LAT2005,S_002,81,39
LAT2005,S_002,83,35
LAT2005,S_002,82,35
LAT2005,S_002,84,29
LAT2005,S_002,85,18
LAT2005,S_002,87,13
LAT2005,S_002,86,11
LAT2005,S_002,89,7
LAT2005,S_002,88,5
LAT2005,S_002,90,4
LAT2005,S_002,93,2
LAT2005,S_002,92,2
LAT2005,S_002,91,1
LAT2005,S_002,94,1
LAT2005,S_002,96,1
LAT2005,S_002,95,1
LAT2006,S_002,18,857
LAT2006,S_002,40,802
LAT2006,S_002,25,800
LAT2006,S_002,20,645
LAT2006,S_002,24,633
LAT2006,S_002,26,616
LAT2006,S_002,30,615
LAT2006,S_002,23,601
LAT2006,S_002,19,596
LAT2006,S_002,27,565
LAT2006,S_002,28,536
LAT2006,S_002,22,533
LAT2006,S_002,21,530
LAT2006,S_002,39,522
LAT2006,S_002,38,520
LAT2006,S_002,32,514
LAT2006,S_002,35,505
LAT2006,S_002,29,502
LAT2006,S_002,33,450
LAT2006,S_002,60,445
LAT2006,S_002,36,438
LAT2006,S_002,42,431
LAT2006,S_002,37,428
LAT2006,S_002,34,419
LAT2006,S_002,45,416
LAT2006,S_002,41,406
LAT2006,S_002,31,370
LAT2006,S_002,43,368
LAT2006,S_002,48,351
LAT2006,S_002,50,342
LAT2006,S_002,46,333
LAT2006,S_002,52,326
LAT2006,S_002,44,317
LAT2006,S_002,47,294
LAT2006,S_002,49,293
LAT2006,S_002,56,274
LAT2006,S_002,53,270
LAT2006,S_002,55,263
LAT2006,S_002,58,258
LAT2006,S_002,62,257
LAT2006,S_002,65,249
LAT2006,S_002,61,248
LAT2006,S_002,54,245
LAT2006,S_002,59,232
LAT2006,S_002,63,225
LAT2006,S_002,57,216
LAT2006,S_002,64,211
LAT2006,S_002,51,203
LAT2006,S_002,66,196
LAT2006,S_002,70,191
LAT2006,S_002,68,186
LAT2006,S_002,67,142
LAT2006,S_002,72,138
LAT2006,S_002,69,128
LAT2006,S_002,75,115
LAT2006,S_002,74,115
LAT2006,S_002,71,112
LAT2006,S_002,78,101
LAT2006,S_002,73,100
LAT2006,S_002,76,97
LAT2006,S_002,77,84
LAT2006,S_002,16,83
LAT2006,S_002,17,82
LAT2006,S_002,80,75
LAT2006,S_002,79,54
LAT2006,S_002,82,45
LAT2006,S_002,83,39
LAT2006,S_002,84,37
LAT2006,S_002,81,28
LAT2006,S_002,85,25
LAT2006,S_002,86,20
LAT2006,S_002,87,12
LAT2006,S_002,88,10
LAT2006,S_002,89,9
LAT2006,S_002,93,3
LAT2006,S_002,91,3
LAT2006,S_002,92,3
LAT2006,S_002,90,2
LAT2006,S_002,94,1
LAT2006,S_002,96,1
LAT2006,S_002,95,1
LAT2007,S_002,40,853
LAT2007,S_002,18,818
LAT2007,S_002,25,764
LAT2007,S_002,26,661
LAT2007,S_002,30,629
LAT2007,S_002,20,618
LAT2007,S_002,19,587
LAT2007,S_002,27,584
LAT2007,S_002,28,572
LAT2007,S_002,23,567
LAT2007,S_002,22,563
LAT2007,S_002,38,542
LAT2007,S_002,24,537
LAT2007,S_002,21,521
LAT2007,S_002,35,514
LAT2007,S_002,29,489
LAT2007,S_002,42,485
LAT2007,S_002,32,476
LAT2007,S_002,39,471
LAT2007,S_002,41,457
LAT2007,S_002,60,443
LAT2007,S_002,37,438
LAT2007,S_002,36,435
LAT2007,S_002,50,428
LAT2007,S_002,45,418
LAT2007,S_002,34,399
LAT2007,S_002,33,391
LAT2007,S_002,43,378
LAT2007,S_002,31,377
LAT2007,S_002,47,320
LAT2007,S_002,48,317
LAT2007,S_002,44,307
LAT2007,S_002,52,306
LAT2007,S_002,53,290
LAT2007,S_002,46,282
LAT2007,S_002,55,274
LAT2007,S_002,61,269
LAT2007,S_002,57,268
LAT2007,S_002,49,261
LAT2007,S_002,58,251
LAT2007,S_002,62,249
LAT2007,S_002,54,244
LAT2007,S_002,59,243
LAT2007,S_002,56,240
LAT2007,S_002,63,234
LAT2007,S_002,51,231
LAT2007,S_002,65,229
LAT2007,S_002,67,195
LAT2007,S_002,64,191
LAT2007,S_002,70,169
LAT2007,S_002,66,166
LAT2007,S_002,68,164
LAT2007,S_002,72,155
LAT2007,S_002,69,131
LAT2007,S_002,75,118
LAT2007,S_002,73,116
LAT2007,S_002,76,115
LAT2007,S_002,74,109
LAT2007,S_002,71,107
LAT2007,S_002,77,105
LAT2007,S_002,80,96
LAT2007,S_002,16,90
LAT2007,S_002,78,80
LAT2007,S_002,17,70
LAT2007,S_002,79,65
LAT2007,S_002,82,38
LAT2007,S_002,81,38
LAT2007,S_002,83,36
LAT2007,S_002,85,31
LAT2007,S_002,86,18
LAT2007,S_002,84,16
LAT2007,S_002,87,15
LAT2007,S_002,89,8
LAT2007,S_002,91,8
LAT2007,S_002,88,4
LAT2007,S_002,90,4
LAT2007,S_002,92,3
LAT2007,S_002,95,1
LAT2007,S_002,93,1
LAT2007,S_002,94,1
LAT2008,S_002,18,817
LAT2008,S_002,40,740
LAT2008,S_002,25,691
LAT2008,S_002,26,656
LAT2008,S_002,19,612
LAT2008,S_002,24,609
LAT2008,S_002,20,609
LAT2008,S_002,30,592
LAT2008,S_002,23,585
LAT2008,S_002,28,552
LAT2008,S_002,27,548
LAT2008,S_002,38,543
LAT2008,S_002,22,534
LAT2008,S_002,32,514
LAT2008,S_002,21,507
LAT2008,S_002,29,485
LAT2008,S_002,35,479
LAT2008,S_002,33,474
LAT2008,S_002,42,469
LAT2008,S_002,60,462
LAT2008,S_002,39,416
LAT2008,S_002,36,411
LAT2008,S_002,45,409
LAT2008,S_002,37,408
LAT2008,S_002,50,400
LAT2008,S_002,34,398
LAT2008,S_002,48,394
LAT2008,S_002,44,383
LAT2008,S_002,41,374
LAT2008,S_002,43,368
LAT2008,S_002,31,360
LAT2008,S_002,58,317
LAT2008,S_002,47,316
LAT2008,S_002,52,313
LAT2008,S_002,62,296
LAT2008,S_002,53,296
LAT2008,S_002,46,295
LAT2008,S_002,55,293
LAT2008,S_002,54,280
LAT2008,S_002,49,271
LAT2008,S_002,61,258
LAT2008,S_002,56,243
LAT2008,S_002,65,241
LAT2008,S_002,51,237
LAT2008,S_002,63,232
LAT2008,S_002,64,216
LAT2008,S_002,70,205
LAT2008,S_002,57,201
LAT2008,S_002,68,196
LAT2008,S_002,59,189
LAT2008,S_002,66,181
LAT2008,S_002,67,170
LAT2008,S_002,72,159
LAT2008,S_002,69,140
LAT2008,S_002,75,130
LAT2008,S_002,73,125
LAT2008,S_002,71,117
LAT2008,S_002,80,104
LAT2008,S_002,76,92
LAT2008,S_002,74,89
LAT2008,S_002,78,88
LAT2008,S_002,77,87
LAT2008,S_002,16,82
LAT2008,S_002,17,73
LAT2008,S_002,79,63
LAT2008,S_002,82,60
LAT2008,S_002,81,51
LAT2008,S_002,84,35
LAT2008,S_002,85,29
LAT2008,S_002,86,28
LAT2008,S_002,83,27
LAT2008,S_002,88,14
LAT2008,S_002,87,9
LAT2008,S_002,89,7
LAT2008,S_002,90,6
LAT2008,S_002,94,3
LAT2008,S_002,91,3
LAT2008,S_002,93,3
LAT2008,S_002,92,3
LAT2008,S_002,-2,3
LAT2009,S_002,25,832
LAT2009,S_002,40,804
LAT2009,S_002,18,721
LAT2009,S_002,20,626
LAT2009,S_002,19,617
LAT2009,S_002,23,594
LAT2009,S_002,24,592
LAT2009,S_002,30,590
LAT2009,S_002,26,543
LAT2009,S_002,35,530
LAT2009,S_002,28,524
LAT2009,S_002,22,524
LAT2009,S_002,33,512
LAT2009,S_002,27,496
LAT2009,S_002,32,495
LAT2009,S_002,38,488
LAT2009,S_002,21,480
LAT2009,S_002,34,478
LAT2009,S_002,60,464
LAT2009,S_002,29,460
LAT2009,S_002,39,453
LAT2009,S_002,36,433
LAT2009,S_002,42,415
LAT2009,S_002,50,405
LAT2009,S_002,37,396
LAT2009,S_002,41,385
LAT2009,S_002,31,380
LAT2009,S_002,49,375
LAT2009,S_002,45,374
LAT2009,S_002,43,366
LAT2009,S_002,48,364
LAT2009,S_002,47,339
LAT2009,S_002,44,338
LAT2009,S_002,55,310
LAT2009,S_002,52,308
LAT2009,S_002,58,299
LAT2009,S_002,61,298
LAT2009,S_002,65,284
LAT2009,S_002,46,284
LAT2009,S_002,54,282
LAT2009,S_002,53,262
LAT2009,S_002,59,250
LAT2009,S_002,57,247
LAT2009,S_002,62,244
LAT2009,S_002,63,226
LAT2009,S_002,64,220
LAT2009,S_002,51,219
LAT2009,S_002,56,204
LAT2009,S_002,66,181
LAT2009,S_002,70,178
LAT2009,S_002,67,177
LAT2009,S_002,68,170
LAT2009,S_002,72,157
LAT2009,S_002,69,148
LAT2009,S_002,75,147
LAT2009,S_002,80,118
LAT2009,S_002,74,117
LAT2009,S_002,73,117
LAT2009,S_002,71,115
LAT2009,S_002,76,105
LAT2009,S_002,78,96
LAT2009,S_002,77,95
LAT2009,S_002,79,66
LAT2009,S_002,16,54
LAT2009,S_002,81,49
LAT2009,S_002,82,48
LAT2009,S_002,17,48
LAT2009,S_002,84,38
LAT2009,S_002,85,26
LAT2009,S_002,86,24
LAT2009,S_002,83,24
LAT2009,S_002,87,17
LAT2009,S_002,90,13
LAT2009,S_002,89,10
LAT2009,S_002,88,8
LAT2009,S_002,91,6
LAT2009,S_002,93,2
LAT2009,S_002,95,2
LAT2009,S_002,98,2
LAT2009,S_002,94,1
LAT2009,S_002,92,1
LAT2010,S_002,40,850
LAT2010,S_002,25,813
LAT2010,S_002,18,732
LAT2010,S_002,20,623
LAT2010,S_002,24,621
LAT2010,S_002,26,596
LAT2010,S_002,30,586
LAT2010,S_002,28,563
LAT2010,S_002,19,557
LAT2010,S_002,22,552
LAT2010,S_002,23,545
LAT2010,S_002,21,527
LAT2010,S_002,27,524
LAT2010,S_002,38,524
LAT2010,S_002,35,496
LAT2010,S_002,32,480
LAT2010,S_002,29,462
LAT2010,S_002,42,457
LAT2010,S_002,60,450
LAT2010,S_002,50,449
LAT2010,S_002,33,442
LAT2010,S_002,39,439
LAT2010,S_002,36,429
LAT2010,S_002,45,423
LAT2010,S_002,31,410
LAT2010,S_002,34,401
LAT2010,S_002,37,389
LAT2010,S_002,43,372
LAT2010,S_002,48,345
LAT2010,S_002,41,334
LAT2010,S_002,47,334
LAT2010,S_002,46,323
LAT2010,S_002,44,321
LAT2010,S_002,55,319
LAT2010,S_002,52,306
LAT2010,S_002,49,293
LAT2010,S_002,62,283
LAT2010,S_002,54,276
LAT2010,S_002,61,275
LAT2010,S_002,58,275
LAT2010,S_002,53,274
LAT2010,S_002,51,257
LAT2010,S_002,56,252
LAT2010,S_002,57,247
LAT2010,S_002,59,243
LAT2010,S_002,70,228
LAT2010,S_002,65,226
LAT2010,S_002,63,226
LAT2010,S_002,64,216
LAT2010,S_002,67,184
LAT2010,S_002,68,180
LAT2010,S_002,66,163
LAT2010,S_002,69,151
LAT2010,S_002,73,141
LAT2010,S_002,72,126
LAT2010,S_002,75,114
LAT2010,S_002,80,111
LAT2010,S_002,78,106
LAT2010,S_002,71,104
LAT2010,S_002,76,92
LAT2010,S_002,74,91
LAT2010,S_002,17,77
LAT2010,S_002,77,75
LAT2010,S_002,79,74
LAT2010,S_002,16,64
LAT2010,S_002,82,53
LAT2010,S_002,81,42
LAT2010,S_002,83,37
LAT2010,S_002,84,30
LAT2010,S_002,85,25
LAT2010,S_002,86,23
LAT2010,S_002,87,16
LAT2010,S_002,89,13
LAT2010,S_002,88,10
LAT2010,S_002,90,8
LAT2010,S_002,92,3
LAT2010,S_002,91,3
LAT2010,S_002,96,2
LAT2010,S_002,93,1
LAT2010,S_002,94,1
LAT2010,S_002,-2,1
LAT2010,S_002,95,1
LAT2011,S_002,40,738
LAT2011,S_002,25,727
LAT2011,S_002,18,704
LAT2011,S_002,26,573
LAT2011,S_002,24,562
LAT2011,S_002,19,560
LAT2011,S_002,20,560
LAT2011,S_002,30,554
LAT2011,S_002,23,546
LAT2011,S_002,22,516
LAT2011,S_002,28,497
LAT2011,S_002,21,479
LAT2011,S_002,27,457
LAT2011,S_002,35,448
LAT2011,S_002,38,435
LAT2011,S_002,60,433
LAT2011,S_002,29,428
LAT2011,S_002,33,425
LAT2011,S_002,32,403
LAT2011,S_002,50,397
LAT2011,S_002,36,388
LAT2011,S_002,37,382
LAT2011,S_002,39,380
LAT2011,S_002,42,376
LAT2011,S_002,45,373
LAT2011,S_002,31,343
LAT2011,S_002,34,342
LAT2011,S_002,41,340
LAT2011,S_002,48,317
LAT2011,S_002,43,316
LAT2011,S_002,44,286
LAT2011,S_002,46,278
LAT2011,S_002,47,271
LAT2011,S_002,53,264
LAT2011,S_002,55,258
LAT2011,S_002,52,254
LAT2011,S_002,49,254
LAT2011,S_002,56,252
LAT2011,S_002,58,251
LAT2011,S_002,63,242
LAT2011,S_002,62,237
LAT2011,S_002,61,236
LAT2011,S_002,51,228
LAT2011,S_002,57,224
LAT2011,S_002,59,219
LAT2011,S_002,65,204
LAT2011,S_002,54,198
LAT2011,S_002,64,181
LAT2011,S_002,70,160
LAT2011,S_002,66,150
LAT2011,S_002,68,147
LAT2011,S_002,67,145
LAT2011,S_002,72,127
LAT2011,S_002,69,109
LAT2011,S_002,74,107
LAT2011,S_002,73,107
LAT2011,S_002,71,89
LAT2011,S_002,16,83
LAT2011,S_002,76,82
LAT2011,S_002,75,81
LAT2011,S_002,17,72
LAT2011,S_002,80,69
LAT2011,S_002,79,59
LAT2011,S_002,77,59
LAT2011,S_002,78,56
LAT2011,S_002,82,34
LAT2011,S_002,81,32
LAT2011,S_002,83,22
LAT2011,S_002,84,20
LAT2011,S_002,85,16
LAT2011,S_002,86,11
LAT2011,S_002,88,10
LAT2011,S_002,87,7
LAT2011,S_002,90,7
LAT2011,S_002,89,6
LAT2011,S_002,95,1
LAT2013,S_002,18,747
LAT2013,S_002,40,696
LAT2013,S_002,25,696
LAT2013,S_002,20,622
LAT2013,S_002,26,605
LAT2013,S_002,30,604
LAT2013,S_002,22,593
LAT2013,S_002,24,579
LAT2013,S_002,19,576
LAT2013,S_002,23,563
LAT2013,S_002,21,531
LAT2013,S_002,38,515
LAT2013,S_002,28,514
LAT2013,S_002,33,497
LAT2013,S_002,32,497
LAT2013,S_002,35,484
LAT2013,S_002,27,479
LAT2013,S_002,29,451
LAT2013,S_002,39,448
LAT2013,S_002,50,440
LAT2013,S_002,60,439
LAT2013,S_002,37,438
LAT2013,S_002,42,424
LAT2013,S_002,36,423
LAT2013,S_002,43,392
LAT2013,S_002,31,390
LAT2013,S_002,48,389
LAT2013,S_002,34,387
LAT2013,S_002,45,377
LAT2013,S_002,41,357
LAT2013,S_002,47,332
LAT2013,S_002,46,331
LAT2013,S_002,52,323
LAT2013,S_002,49,321
LAT2013,S_002,55,318
LAT2013,S_002,44,315
LAT2013,S_002,58,314
LAT2013,S_002,53,312
LAT2013,S_002,61,303
LAT2013,S_002,54,292
LAT2013,S_002,65,286
LAT2013,S_002,62,274
LAT2013,S_002,56,270
LAT2013,S_002,59,258
LAT2013,S_002,57,241
LAT2013,S_002,51,240
LAT2013,S_002,63,236
LAT2013,S_002,70,217
LAT2013,S_002,67,194
LAT2013,S_002,68,191
LAT2013,S_002,64,189
LAT2013,S_002,66,182
LAT2013,S_002,69,167
LAT2013,S_002,72,141
LAT2013,S_002,73,127
LAT2013,S_002,75,124
LAT2013,S_002,74,120
LAT2013,S_002,71,103
LAT2013,S_002,76,97
LAT2013,S_002,77,83
LAT2013,S_002,78,80
LAT2013,S_002,79,73
LAT2013,S_002,80,69
LAT2013,S_002,16,68
LAT2013,S_002,17,57
LAT2013,S_002,82,42
LAT2013,S_002,81,41
LAT2013,S_002,83,37
LAT2013,S_002,84,33
LAT2013,S_002,85,24
LAT2013,S_002,88,22
LAT2013,S_002,86,19
LAT2013,S_002,87,12
LAT2013,S_002,90,10
LAT2013,S_002,89,7
LAT2013,S_002,91,4
LAT2013,S_002,92,2
LAT2013,S_002,98,2
LAT2013,S_002,93,2
LAT2013,S_002,95,2
LAT2013,S_002,97,1
LAT2013,S_002,99,1
LAT2013,S_002,94,1
LAT2015,S_002,40,786
LAT2015,S_002,25,719
LAT2015,S_002,18,655
LAT2015,S_002,24,575
LAT2015,S_002,23,563
LAT2015,S_002,20,562
LAT2015,S_002,19,558
LAT2015,S_002,26,533
LAT2015,S_002,22,528
LAT2015,S_002,30,510
LAT2015,S_002,28,503
LAT2015,S_002,21,470
LAT2015,S_002,60,459
LAT2015,S_002,32,452
LAT2015,S_002,27,436
LAT2015,S_002,38,426
LAT2015,S_002,39,412
LAT2015,S_002,35,412
LAT2015,S_002,37,409
LAT2015,S_002,29,407
LAT2015,S_002,36,407
LAT2015,S_002,33,395
LAT2015,S_002,50,390
LAT2015,S_002,34,380
LAT2015,S_002,31,374
LAT2015,S_002,45,370
LAT2015,S_002,42,344
LAT2015,S_002,43,328
LAT2015,S_002,41,326
LAT2015,S_002,52,310
LAT2015,S_002,54,283
LAT2015,S_002,55,281
LAT2015,S_002,48,275
LAT2015,S_002,58,274
LAT2015,S_002,47,272
LAT2015,S_002,46,264
LAT2015,S_002,49,258
LAT2015,S_002,44,257
LAT2015,S_002,53,246
LAT2015,S_002,59,234
LAT2015,S_002,62,231
LAT2015,S_002,65,223
LAT2015,S_002,56,219
LAT2015,S_002,57,216
LAT2015,S_002,63,212
LAT2015,S_002,61,211
LAT2015,S_002,51,204
LAT2015,S_002,64,201
LAT2015,S_002,70,168
LAT2015,S_002,68,158
LAT2015,S_002,66,151
LAT2015,S_002,67,143
LAT2015,S_002,69,131
LAT2015,S_002,74,110
LAT2015,S_002,72,102
LAT2015,S_002,75,99
LAT2015,S_002,73,94
LAT2015,S_002,71,92
LAT2015,S_002,78,76
LAT2015,S_002,76,70
LAT2015,S_002,17,69
LAT2015,S_002,80,65
LAT2015,S_002,77,65
LAT2015,S_002,16,60
LAT2015,S_002,79,51
LAT2015,S_002,81,32
LAT2015,S_002,82,27
LAT2015,S_002,84,25
LAT2015,S_002,83,23
LAT2015,S_002,86,21
LAT2015,S_002,85,18
LAT2015,S_002,88,11
LAT2015,S_002,87,7
LAT2015,S_002,89,6
LAT2015,S_002,91,4
LAT2015,S_002,92,4
LAT2015,S_002,94,3
LAT2015,S_002,90,3
LAT2015,S_002,98,1
LAT2015,S_002,93,1
LAT2016,S_002,26,689
LAT2016,S_002,25,658
LAT2016,S_002,18,652
LAT2016,S_002,40,609
LAT2016,S_002,19,562
LAT2016,S_002,20,547
LAT2016,S_002,24,541
LAT2016,S_002,21,513
LAT2016,S_002,23,502
LAT2016,S_002,30,501
LAT2016,S_002,28,482
LAT2016,S_002,22,472
LAT2016,S_002,27,460
LAT2016,S_002,29,447
LAT2016,S_002,38,435
LAT2016,S_002,36,428
LAT2016,S_002,39,428
LAT2016,S_002,35,427
LAT2016,S_002,41,401
LAT2016,S_002,31,395
LAT2016,S_002,32,395
LAT2016,S_002,37,373
LAT2016,S_002,33,372
LAT2016,S_002,60,364
LAT2016,S_002,34,361
LAT2016,S_002,45,361
LAT2016,S_002,61,357
LAT2016,S_002,48,347
LAT2016,S_002,42,345
LAT2016,S_002,47,321
LAT2016,S_002,46,315
LAT2016,S_002,50,311
LAT2016,S_002,43,310
LAT2016,S_002,44,306
LAT2016,S_002,53,298
LAT2016,S_002,49,281
LAT2016,S_002,58,276
LAT2016,S_002,52,270
LAT2016,S_002,56,266
LAT2016,S_002,65,256
LAT2016,S_002,62,255
LAT2016,S_002,51,248
LAT2016,S_002,55,239
LAT2016,S_002,57,233
LAT2016,S_002,59,231
LAT2016,S_002,63,228
LAT2016,S_002,54,221
LAT2016,S_002,66,183
LAT2016,S_002,64,162
LAT2016,S_002,68,153
LAT2016,S_002,67,138
LAT2016,S_002,69,135
LAT2016,S_002,70,134
LAT2016,S_002,72,109
LAT2016,S_002,71,88
LAT2016,S_002,73,85
LAT2016,S_002,16,83
LAT2016,S_002,75,81
LAT2016,S_002,74,81
LAT2016,S_002,76,74
LAT2016,S_002,17,55
LAT2016,S_002,80,54
LAT2016,S_002,77,49
LAT2016,S_002,78,47
LAT2016,S_002,79,40
LAT2016,S_002,83,31
LAT2016,S_002,81,31
LAT2016,S_002,82,25
LAT2016,S_002,85,21
LAT2016,S_002,84,13
LAT2016,S_002,86,13
LAT2016,S_002,88,9
LAT2016,S_002,87,8
LAT2016,S_002,89,3
LAT2016,S_002,92,3
LAT2016,S_002,93,3
LAT2016,S_002,91,2
LAT2016,S_002,90,1
LAT2016,S_002,96,1
LAT2017,S_002,18,685
LAT2017,S_002,40,677
LAT2017,S_002,26,671
LAT2017,S_002,25,622
LAT2017,S_002,20,577
LAT2017,S_002,24,574
LAT2017,S_002,23,526
LAT2017,S_002,22,524
LAT2017,S_002,21,517
LAT2017,S_002,30,502
LAT2017,S_002,19,502
LAT2017,S_002,27,485
LAT2017,S_002,28,477
LAT2017,S_002,32,428
LAT2017,S_002,29,426
LAT2017,S_002,33,399
LAT2017,S_002,37,398
LAT2017,S_002,35,394
LAT2017,S_002,60,392
LAT2017,S_002,38,387
LAT2017,S_002,31,387
LAT2017,S_002,42,385
LAT2017,S_002,36,382
LAT2017,S_002,39,381
LAT2017,S_002,41,375
LAT2017,S_002,34,365
LAT2017,S_002,43,351
LAT2017,S_002,50,321
LAT2017,S_002,45,313
LAT2017,S_002,47,305
LAT2017,S_002,48,300
LAT2017,S_002,44,300
LAT2017,S_002,62,296
LAT2017,S_002,61,293
LAT2017,S_002,55,292
LAT2017,S_002,46,290
LAT2017,S_002,52,288
LAT2017,S_002,59,264
LAT2017,S_002,53,262
LAT2017,S_002,58,259
LAT2017,S_002,57,259
LAT2017,S_002,56,256
LAT2017,S_002,51,256
LAT2017,S_002,54,255
LAT2017,S_002,49,239
LAT2017,S_002,65,206
LAT2017,S_002,64,200
LAT2017,S_002,63,188
LAT2017,S_002,67,185
LAT2017,S_002,66,153
LAT2017,S_002,70,142
LAT2017,S_002,68,141
LAT2017,S_002,69,118
LAT2017,S_002,73,105
LAT2017,S_002,72,100
LAT2017,S_002,71,91
LAT2017,S_002,74,85
LAT2017,S_002,75,79
LAT2017,S_002,79,64
LAT2017,S_002,76,61
LAT2017,S_002,77,58
LAT2017,S_002,78,57
LAT2017,S_002,16,52
LAT2017,S_002,17,46
LAT2017,S_002,80,43
LAT2017,S_002,81,33
LAT2017,S_002,82,30
LAT2017,S_002,83,30
LAT2017,S_002,84,22
LAT2017,S_002,86,17
LAT2017,S_002,85,14
LAT2017,S_002,87,10
LAT2017,S_002,88,8
LAT2017,S_002,89,6
LAT2017,S_002,91,6
LAT2017,S_002,90,5
LAT2017,S_002,92,4
LAT2017,S_002,94,2
LAT2017,S_002,95,2
LAT2018,S_002,18,747
LAT2018,S_002,26,720
LAT2018,S_002,40,626
LAT2018,S_002,25,620
LAT2018,S_002,19,570
LAT2018,S_002,23,550
LAT2018,S_002,20,522
LAT2018,S_002,27,511
LAT2018,S_002,28,495
LAT2018,S_002,41,495
LAT2018,S_002,22,485
LAT2018,S_002,24,477
LAT2018,S_002,21,474
LAT2018,S_002,30,470
LAT2018,S_002,42,420
LAT2018,S_002,35,410
LAT2018,S_002,39,409
LAT2018,S_002,38,399
LAT2018,S_002,33,391
LAT2018,S_002,60,386
LAT2018,S_002,32,378
LAT2018,S_002,43,372
LAT2018,S_002,29,367
LAT2018,S_002,37,367
LAT2018,S_002,61,366
LAT2018,S_002,36,347
LAT2018,S_002,45,345
LAT2018,S_002,34,341
LAT2018,S_002,50,338
LAT2018,S_002,31,337
LAT2018,S_002,48,317
LAT2018,S_002,44,302
LAT2018,S_002,47,296
LAT2018,S_002,53,296
LAT2018,S_002,46,285
LAT2018,S_002,58,272
LAT2018,S_002,55,269
LAT2018,S_002,52,266
LAT2018,S_002,62,264
LAT2018,S_002,59,252
LAT2018,S_002,49,250
LAT2018,S_002,54,247
LAT2018,S_002,56,227
LAT2018,S_002,51,223
LAT2018,S_002,63,220
LAT2018,S_002,65,217
LAT2018,S_002,57,214
LAT2018,S_002,64,196
LAT2018,S_002,68,182
LAT2018,S_002,70,177
LAT2018,S_002,66,173
LAT2018,S_002,67,152
LAT2018,S_002,69,114
LAT2018,S_002,71,101
LAT2018,S_002,72,91
LAT2018,S_002,75,91
LAT2018,S_002,73,90
LAT2018,S_002,78,72
LAT2018,S_002,74,71
LAT2018,S_002,76,64
LAT2018,S_002,17,60
LAT2018,S_002,77,56
LAT2018,S_002,16,55
LAT2018,S_002,80,53
LAT2018,S_002,79,49
LAT2018,S_002,82,35
LAT2018,S_002,81,31
LAT2018,S_002,85,26
LAT2018,S_002,84,26
LAT2018,S_002,83,20
LAT2018,S_002,86,13
LAT2018,S_002,87,13
LAT2018,S_002,88,12
LAT2018,S_002,89,8
LAT2018,S_002,92,7
LAT2018,S_002,90,5
LAT2018,S_002,91,3
LAT2018,S_002,94,2
LAT2018,S_002,93,2
LAT2018,S_002,100,1
LAT2018,S_002,99,1
LAT2020,S_002,40,732
LAT2020,S_002,25,674
LAT2020,S_002,18,648
LAT2020,S_002,26,581
LAT2020,S_002,20,547
LAT2020,S_002,24,539
LAT2020,S_002,30,520
LAT2020,S_002,23,512
LAT2020,S_002,22,507
LAT2020,S_002,19,489
LAT2020,S_002,21,480
LAT2020,S_002,27,434
LAT2020,S_002,32,432
LAT2020,S_002,60,424
LAT2020,S_002,28,421
LAT2020,S_002,29,397
LAT2020,S_002,35,396
LAT2020,S_002,31,385
LAT2020,S_002,39,384
LAT2020,S_002,36,384
LAT2020,S_002,34,383
LAT2020,S_002,38,381
LAT2020,S_002,41,380
LAT2020,S_002,33,379
LAT2020,S_002,50,378
LAT2020,S_002,42,367
LAT2020,S_002,45,346
LAT2020,S_002,37,322
LAT2020,S_002,53,312
LAT2020,S_002,43,310
LAT2020,S_002,46,306
LAT2020,S_002,61,302
LAT2020,S_002,55,298
LAT2020,S_002,58,296
LAT2020,S_002,49,293
LAT2020,S_002,48,290
LAT2020,S_002,52,289
LAT2020,S_002,62,284
LAT2020,S_002,44,272
LAT2020,S_002,56,268
LAT2020,S_002,47,267
LAT2020,S_002,51,255
LAT2020,S_002,63,243
LAT2020,S_002,57,243
LAT2020,S_002,59,243
LAT2020,S_002,65,234
LAT2020,S_002,54,229
LAT2020,S_002,64,205
LAT2020,S_002,70,198
LAT2020,S_002,66,190
LAT2020,S_002,67,158
LAT2020,S_002,68,152
LAT2020,S_002,69,141
LAT2020,S_002,72,121
LAT2020,S_002,71,106
LAT2020,S_002,73,95
